Message,Label
Need Salt and Pulses at Flat 102 fast.,Ordering
Please send 2 Potatoes to Building 7.,Inquiry
Need Salt and Honey at Pocket B fast.,Inquiry
Send Paneer and Pulses to Near SBI Bank by evening.,Complaint
need tea and butter at flat 102 fast.,Inquiry
"Order for Near SBI Bank: Honey, Pulses, and sugar.",Inquiry
do 1kg aata and 500g oil urgently.,Ordering
Send Eggs and Butter to Sector 15 by evening.,Complaint
do 1kg Salt and 500g Coke 2L urgently.,Ordering
Send Paneer and Honey to Green Apartments by evening.,Ordering
I ordered Milk but you sent Butter instead. Please check.,Ordering
Send Milk and Detergent to Pocket B by evening.,Complaint
do 1kg aata and 500g rice urgently.,Inquiry
Need Soap and Butter at Cross Road fast.,Logistics
Please send 2 Paneer to Cross Road.,Ordering
"order for metro station: honey, coke 2l, and sugar.",Ordering
Send Eggs and Soap to Metro Station by evening.,Inquiry
need biscuits and butter at sector 15 fast.,Ordering
need milk and rice at green apartments fast.,Ordering
"Order for Metro Station: Maggi, Coke 2L, and sugar.",Inquiry
need potatoes and eggs at pocket b fast.,Ordering
Please send 2 Biscuits to Tower A.,Ordering
please send 2 coffee to huda colony.,Ordering
Need Tea and Honey at Park View fast.,Complaint
do 1kg aata and 500g sugar urgently.,Ordering
I ORDERED BREAD BUT YOU SENT SHAMPOO INSTEAD. PLEASE CHECK.,Ordering
I ordered Curd but you sent Eggs instead. Please check.,Inquiry
need detergent and paneer at huda colony fast.,Ordering
NEED DETERGENT AND CURD AT BUILDING 7 FAST.,Logistics
do 1kg Honey and 500g Maggi urgently.,Ordering
"Order for Market Area: Sugar, Coffee, and sugar.",Ordering
I ordered Paneer but you sent Shampoo instead. Please check.,Complaint
need eggs and tea at green apartments fast.,Inquiry
NEED DETERGENT AND SOAP AT METRO STATION FAST.,Ordering
I ordered Shampoo but you sent Biscuits instead. Please check.,Complaint
need curd and shampoo at metro station fast.,Ordering
PLEASE SEND 2 SALT TO PARK VIEW.,Inquiry
DO 1KG OIL AND 500G DETERGENT URGENTLY.,Complaint
"Order for Market Area: Eggs, Salt, and sugar.",Ordering
do 1kg Shampoo and 500g Coffee urgently.,Ordering
DO 1KG SOAP AND 500G MAGGI URGENTLY.,Ordering
do 1kg coffee and 500g pulses urgently.,Ordering
Need Salt and Milk at Green Apartments fast.,Ordering
I ordered Salt but you sent Butter instead. Please check.,Complaint
I ordered Maggi but you sent Shampoo instead. Please check.,Complaint
Send Eggs and Sugar to Park View by evening.,Inquiry
I ordered Curd but you sent Curd instead. Please check.,Ordering
"Order for Main Road Shop: Paneer, Butter, and sugar.",Complaint
do 1kg coffee and 500g tea urgently.,Inquiry
please send 2 shampoo to building 7.,Ordering
I ordered Salt but you sent Milk instead. Please check.,Inquiry
SEND HONEY AND EGGS TO CROSS ROAD BY EVENING.,Ordering
send curd and rice to flat 102 by evening.,Ordering
"Order for Tower A: Oil, Paneer, and sugar.",Ordering
SEND DETERGENT AND OIL TO CROSS ROAD BY EVENING.,Logistics
Need Aata and Detergent at Lane 4 fast.,Complaint
Send Coke 2L and Potatoes to Green Apartments by evening.,Ordering
I ordered Oil but you sent Maggi instead. Please check.,Complaint
Need Tea and Coke 2L at Building 7 fast.,Ordering
"Order for Metro Station: Honey, Potatoes, and sugar.",Ordering
"Order for Huda Colony: Paneer, Butter, and sugar.",Ordering
I ordered Soap but you sent Rice instead. Please check.,Complaint
"Order for Main Road Shop: Tea, Salt, and sugar.",Ordering
please send 2 salt to pocket b.,Ordering
Please send 2 Shampoo to Tower A.,Complaint
send shampoo and oil to huda colony by evening.,Ordering
PLEASE SEND 2 COKE 2L TO FLAT 102.,Ordering
Send Shampoo and Honey to Near SBI Bank by evening.,Ordering
I ordered Biscuits but you sent Curd instead. Please check.,Ordering
need sugar and curd at building 7 fast.,Complaint
Need Coffee and Eggs at Tower A fast.,Ordering
DO 1KG RICE AND 500G OIL URGENTLY.,Logistics
"Order for Lane 4: Honey, Salt, and sugar.",Complaint
Need Biscuits and Honey at Huda Colony fast.,Ordering
"order for main road shop: pulses, coke 2l, and sugar.",Ordering
"Order for Market Area: Shampoo, Bread, and sugar.",Ordering
need coke 2l and sugar at pocket b fast.,Ordering
I ordered Salt but you sent Honey instead. Please check.,Complaint
need shampoo and curd at green apartments fast.,Inquiry
do 1kg Honey and 500g Sugar urgently.,Inquiry
Send Oil and Pulses to Near SBI Bank by evening.,Ordering
SEND AATA AND COKE 2L TO MAIN ROAD SHOP BY EVENING.,Ordering
please send 2 potatoes to sector 15.,Complaint
"Order for Main Road Shop: Detergent, Oil, and sugar.",Ordering
"Order for Cross Road: Shampoo, Potatoes, and sugar.",Ordering
please send 2 milk to huda colony.,Ordering
I ordered Coke 2L but you sent Oil instead. Please check.,Ordering
Please send 2 Rice to Flat 102.,Complaint
need milk and aata at tower a fast.,Inquiry
Send Rice and Bread to Civil Lines by evening.,Ordering
Send Maggi and Salt to Sector 15 by evening.,Ordering
Send Maggi and Rice to Green Apartments by evening.,Inquiry
need pulses and bread at tower a fast.,Ordering
Send Detergent and Curd to Green Apartments by evening.,Logistics
"Order for Metro Station: Eggs, Biscuits, and sugar.",Complaint
i ordered potatoes but you sent eggs instead. please check.,Complaint
"Order for Civil Lines: Salt, Paneer, and sugar.",Ordering
I ordered Detergent but you sent Coffee instead. Please check.,Ordering
"Order for Building 7: Coke 2L, Detergent, and sugar.",Inquiry
Please send 2 Maggi to Tower A.,Ordering
send coffee and potatoes to lane 4 by evening.,Ordering
"order for sector 15: bread, maggi, and sugar.",Ordering
i ordered sugar but you sent soap instead. please check.,Logistics
please send 2 milk to cross road.,Ordering
"Order for Flat 102: Eggs, Butter, and sugar.",Ordering
"Order for Cross Road: Biscuits, Aata, and sugar.",Ordering
Need Oil and Oil at Building 7 fast.,Ordering
send aata and milk to metro station by evening.,Ordering
I ordered Oil but you sent Soap instead. Please check.,Ordering
do 1kg Shampoo and 500g Rice urgently.,Ordering
"Order for Green Apartments: Shampoo, Pulses, and sugar.",Ordering
I ordered Coffee but you sent Biscuits instead. Please check.,Ordering
Need Rice and Coke 2L at Market Area fast.,Ordering
"Order for Pocket B: Soap, Bread, and sugar.",Ordering
Send Bread and Coffee to Civil Lines by evening.,Ordering
Need Tea and Rice at Building 7 fast.,Complaint
send honey and maggi to cross road by evening.,Ordering
send tea and butter to pocket b by evening.,Ordering
do 1kg Eggs and 500g Coffee urgently.,Ordering
I ordered Potatoes but you sent Salt instead. Please check.,Ordering
Send Honey and Detergent to Civil Lines by evening.,Ordering
"Order for Lane 4: Curd, Curd, and sugar.",Ordering
Please send 2 Milk to Green Apartments.,Inquiry
"Order for Pocket B: Salt, Maggi, and sugar.",Inquiry
Send Curd and Rice to Near SBI Bank by evening.,Ordering
Need Aata and Aata at Civil Lines fast.,Complaint
PLEASE SEND 2 SALT TO LANE 4.,Complaint
send pulses and milk to metro station by evening.,Complaint
PLEASE SEND 2 AATA TO LANE 4.,Ordering
"Order for Building 7: Salt, Eggs, and sugar.",Logistics
"Order for Cross Road: Paneer, Detergent, and sugar.",Inquiry
Need Curd and Salt at Park View fast.,Logistics
I ordered Bread but you sent Coke 2L instead. Please check.,Ordering
need tea and tea at building 7 fast.,Ordering
Send Rice and Coffee to Market Area by evening.,Ordering
send shampoo and tea to building 7 by evening.,Ordering
Please send 2 Bread to Flat 102.,Complaint
Send Paneer and Rice to Market Area by evening.,Complaint
"Order for Market Area: Honey, Detergent, and sugar.",Ordering
please send 2 soap to tower a.,Complaint
"Order for Civil Lines: Tea, Tea, and sugar.",Ordering
Send Rice and Detergent to Civil Lines by evening.,Ordering
Send Salt and Milk to Sector 15 by evening.,Ordering
Send Potatoes and Coke 2L to Pocket B by evening.,Ordering
Send Rice and Curd to Cross Road by evening.,Ordering
SEND HONEY AND DETERGENT TO FLAT 102 BY EVENING.,Inquiry
i ordered oil but you sent tea instead. please check.,Ordering
Please send 2 Tea to Huda Colony.,Ordering
need pulses and maggi at flat 102 fast.,Ordering
SEND POTATOES AND TEA TO POCKET B BY EVENING.,Complaint
"Order for Main Road Shop: Sugar, Eggs, and sugar.",Ordering
do 1kg Tea and 500g Pulses urgently.,Inquiry
Need Aata and Potatoes at Cross Road fast.,Ordering
I ordered Maggi but you sent Honey instead. Please check.,Complaint
Need Honey and Potatoes at Metro Station fast.,Ordering
I ordered Honey but you sent Biscuits instead. Please check.,Inquiry
"Order for Huda Colony: Pulses, Curd, and sugar.",Ordering
send eggs and detergent to green apartments by evening.,Inquiry
Send Eggs and Rice to Pocket B by evening.,Complaint
do 1kg salt and 500g shampoo urgently.,Ordering
"order for building 7: coffee, sugar, and sugar.",Complaint
send detergent and eggs to park view by evening.,Ordering
i ordered curd but you sent potatoes instead. please check.,Ordering
Need Bread and Eggs at Flat 102 fast.,Ordering
do 1kg Soap and 500g Shampoo urgently.,Ordering
SEND PULSES AND POTATOES TO GREEN APARTMENTS BY EVENING.,Complaint
SEND TEA AND EGGS TO MAIN ROAD SHOP BY EVENING.,Ordering
I ordered Oil but you sent Potatoes instead. Please check.,Ordering
do 1kg Butter and 500g Butter urgently.,Ordering
please send 2 butter to civil lines.,Ordering
do 1kg Coke 2L and 500g Biscuits urgently.,Ordering
do 1kg potatoes and 500g detergent urgently.,Ordering
"order for pocket b: detergent, milk, and sugar.",Inquiry
"Order for Building 7: Sugar, Rice, and sugar.",Complaint
Send Paneer and Butter to Tower A by evening.,Ordering
do 1kg Soap and 500g Rice urgently.,Ordering
i ordered biscuits but you sent biscuits instead. please check.,Ordering
"Order for Market Area: Soap, Butter, and sugar.",Inquiry
"ORDER FOR CROSS ROAD: SOAP, AATA, AND SUGAR.",Ordering
Send Coke 2L and Coke 2L to Civil Lines by evening.,Ordering
Please send 2 Tea to Main Road Shop.,Complaint
do 1kg Bread and 500g Butter urgently.,Complaint
"Order for Near SBI Bank: Sugar, Potatoes, and sugar.",Ordering
I ordered Shampoo but you sent Pulses instead. Please check.,Ordering
send bread and shampoo to market area by evening.,Ordering
do 1kg rice and 500g eggs urgently.,Ordering
Need Salt and Sugar at Huda Colony fast.,Ordering
Send Aata and Oil to Pocket B by evening.,Ordering
Send Tea and Aata to Flat 102 by evening.,Inquiry
please send 2 butter to main road shop.,Complaint
i ordered curd but you sent biscuits instead. please check.,Ordering
do 1kg Coffee and 500g Detergent urgently.,Ordering
Send Potatoes and Curd to Metro Station by evening.,Ordering
do 1kg Biscuits and 500g Bread urgently.,Complaint
i ordered milk but you sent milk instead. please check.,Complaint
I ORDERED DETERGENT BUT YOU SENT PULSES INSTEAD. PLEASE CHECK.,Complaint
do 1kg Sugar and 500g Shampoo urgently.,Complaint
Need Detergent and Coffee at Civil Lines fast.,Ordering
"order for near sbi bank: butter, butter, and sugar.",Ordering
I ordered Detergent but you sent Curd instead. Please check.,Complaint
do 1kg milk and 500g oil urgently.,Ordering
Send Coffee and Coke 2L to Sector 15 by evening.,Complaint
NEED SHAMPOO AND HONEY AT POCKET B FAST.,Ordering
please send 2 salt to near sbi bank.,Ordering
need sugar and paneer at metro station fast.,Logistics
please send 2 soap to cross road.,Logistics
please send 2 salt to green apartments.,Complaint
do 1kg Oil and 500g Shampoo urgently.,Ordering
do 1kg Eggs and 500g Eggs urgently.,Ordering
send butter and coffee to huda colony by evening.,Logistics
do 1kg Biscuits and 500g Butter urgently.,Complaint
Please send 2 Coke 2L to Tower A.,Ordering
send soap and honey to main road shop by evening.,Ordering
Please send 2 Maggi to Civil Lines.,Ordering
Need Eggs and Coke 2L at Tower A fast.,Ordering
"order for tower a: oil, pulses, and sugar.",Ordering
Send Shampoo and Oil to Metro Station by evening.,Inquiry
do 1kg Milk and 500g Rice urgently.,Inquiry
send sugar and bread to sector 15 by evening.,Ordering
Please send 2 Tea to Green Apartments.,Inquiry
"Order for Park View: Rice, Coke 2L, and sugar.",Inquiry
Send Bread and Soap to Main Road Shop by evening.,Ordering
send eggs and soap to main road shop by evening.,Complaint
I ordered Eggs but you sent Biscuits instead. Please check.,Complaint
"Order for Sector 15: Paneer, Sugar, and sugar.",Ordering
i ordered curd but you sent honey instead. please check.,Ordering
please send 2 coke 2l to market area.,Ordering
need aata and coffee at near sbi bank fast.,Complaint
I ordered Honey but you sent Butter instead. Please check.,Ordering
"order for tower a: paneer, honey, and sugar.",Ordering
"order for tower a: tea, salt, and sugar.",Ordering
I ordered Soap but you sent Coke 2L instead. Please check.,Inquiry
Send Tea and Curd to Metro Station by evening.,Complaint
Need Bread and Honey at Building 7 fast.,Ordering
do 1kg Tea and 500g Salt urgently.,Inquiry
I ordered Coke 2L but you sent Coke 2L instead. Please check.,Ordering
Send Bread and Curd to Green Apartments by evening.,Complaint
I ordered Potatoes but you sent Detergent instead. Please check.,Ordering
need milk and potatoes at near sbi bank fast.,Ordering
"ORDER FOR FLAT 102: AATA, SOAP, AND SUGAR.",Ordering
SEND COKE 2L AND BUTTER TO CROSS ROAD BY EVENING.,Inquiry
Need Biscuits and Detergent at Flat 102 fast.,Ordering
need bread and honey at cross road fast.,Ordering
i ordered potatoes but you sent butter instead. please check.,Ordering
please send 2 bread to main road shop.,Ordering
Send Biscuits and Detergent to Pocket B by evening.,Inquiry
Please send 2 Rice to Cross Road.,Ordering
"Order for Metro Station: Eggs, Potatoes, and sugar.",Ordering
do 1kg potatoes and 500g biscuits urgently.,Ordering
NEED HONEY AND BISCUITS AT METRO STATION FAST.,Ordering
"order for lane 4: honey, curd, and sugar.",Ordering
Send Potatoes and Pulses to Huda Colony by evening.,Inquiry
please send 2 paneer to lane 4.,Ordering
Need Salt and Biscuits at Main Road Shop fast.,Complaint
SEND PULSES AND PANEER TO HUDA COLONY BY EVENING.,Ordering
"ORDER FOR NEAR SBI BANK: POTATOES, HONEY, AND SUGAR.",Inquiry
Need Coke 2L and Biscuits at Cross Road fast.,Ordering
I ordered Detergent but you sent Sugar instead. Please check.,Ordering
"order for green apartments: soap, coffee, and sugar.",Ordering
Need Rice and Rice at Flat 102 fast.,Ordering
send coke 2l and maggi to cross road by evening.,Inquiry
do 1kg coke 2l and 500g pulses urgently.,Ordering
do 1kg Milk and 500g Pulses urgently.,Ordering
i ordered milk but you sent coffee instead. please check.,Ordering
"ORDER FOR PARK VIEW: SOAP, MAGGI, AND SUGAR.",Ordering
please send 2 butter to metro station.,Complaint
Please send 2 Butter to Near SBI Bank.,Complaint
I ordered Paneer but you sent Pulses instead. Please check.,Inquiry
do 1kg Eggs and 500g Tea urgently.,Ordering
I ordered Salt but you sent Bread instead. Please check.,Complaint
SEND HONEY AND RICE TO POCKET B BY EVENING.,Ordering
"Order for Near SBI Bank: Milk, Soap, and sugar.",Ordering
"order for metro station: oil, eggs, and sugar.",Ordering
"Order for Pocket B: Detergent, Maggi, and sugar.",Ordering
Send Shampoo and Coffee to Building 7 by evening.,Complaint
need curd and eggs at pocket b fast.,Inquiry
Please send 2 Salt to Cross Road.,Ordering
I ordered Sugar but you sent Paneer instead. Please check.,Inquiry
PLEASE SEND 2 BISCUITS TO MARKET AREA.,Ordering
Need Eggs and Coke 2L at Park View fast.,Logistics
send oil and sugar to park view by evening.,Ordering
I ordered Milk but you sent Aata instead. Please check.,Inquiry
do 1kg Curd and 500g Salt urgently.,Ordering
send tea and pulses to tower a by evening.,Ordering
please send 2 eggs to cross road.,Complaint
Send Detergent and Pulses to Huda Colony by evening.,Ordering
i ordered detergent but you sent paneer instead. please check.,Ordering
i ordered milk but you sent detergent instead. please check.,Ordering
"order for huda colony: tea, tea, and sugar.",Ordering
"Order for Green Apartments: Butter, Tea, and sugar.",Complaint
send curd and potatoes to main road shop by evening.,Inquiry
do 1kg Maggi and 500g Oil urgently.,Ordering
Need Curd and Coffee at Civil Lines fast.,Ordering
do 1kg Paneer and 500g Bread urgently.,Ordering
do 1kg Salt and 500g Paneer urgently.,Inquiry
do 1kg Rice and 500g Bread urgently.,Logistics
I ordered Coke 2L but you sent Bread instead. Please check.,Ordering
PLEASE SEND 2 DETERGENT TO CROSS ROAD.,Ordering
Send Coffee and Butter to Metro Station by evening.,Ordering
need detergent and coffee at pocket b fast.,Ordering
do 1kg Soap and 500g Honey urgently.,Inquiry
Need Milk and Detergent at Flat 102 fast.,Complaint
please send 2 biscuits to pocket b.,Ordering
Please send 2 Coke 2L to Near SBI Bank.,Ordering
Need Pulses and Aata at Lane 4 fast.,Ordering
I ordered Butter but you sent Oil instead. Please check.,Ordering
i ordered curd but you sent paneer instead. please check.,Ordering
do 1kg Rice and 500g Curd urgently.,Ordering
Need Maggi and Butter at Metro Station fast.,Ordering
Please send 2 Potatoes to Near SBI Bank.,Logistics
I ordered Eggs but you sent Potatoes instead. Please check.,Logistics
"ORDER FOR NEAR SBI BANK: MILK, TEA, AND SUGAR.",Logistics
Send Detergent and Milk to Near SBI Bank by evening.,Complaint
Send Biscuits and Maggi to Flat 102 by evening.,Logistics
I ordered Honey but you sent Coffee instead. Please check.,Ordering
"Order for Market Area: Sugar, Bread, and sugar.",Ordering
Please send 2 Aata to Building 7.,Complaint
please send 2 bread to pocket b.,Ordering
send coke 2l and potatoes to tower a by evening.,Inquiry
i ordered biscuits but you sent coke 2l instead. please check.,Ordering
Please send 2 Coffee to Near SBI Bank.,Logistics
"Order for Near SBI Bank: Oil, Shampoo, and sugar.",Ordering
NEED TEA AND BREAD AT CROSS ROAD FAST.,Ordering
"Order for Cross Road: Butter, Butter, and sugar.",Complaint
need paneer and soap at pocket b fast.,Ordering
"Order for Lane 4: Rice, Coke 2L, and sugar.",Ordering
send rice and coke 2l to flat 102 by evening.,Complaint
Please send 2 Tea to Lane 4.,Inquiry
i ordered biscuits but you sent aata instead. please check.,Ordering
I ordered Potatoes but you sent Pulses instead. Please check.,Ordering
PLEASE SEND 2 BREAD TO NEAR SBI BANK.,Ordering
"Order for Civil Lines: Shampoo, Milk, and sugar.",Complaint
need potatoes and pulses at huda colony fast.,Ordering
PLEASE SEND 2 SOAP TO MARKET AREA.,Complaint
i ordered honey but you sent shampoo instead. please check.,Ordering
please send 2 milk to park view.,Inquiry
do 1kg detergent and 500g biscuits urgently.,Inquiry
need pulses and honey at building 7 fast.,Ordering
i ordered maggi but you sent maggi instead. please check.,Ordering
please send 2 honey to green apartments.,Inquiry
DO 1KG BUTTER AND 500G SHAMPOO URGENTLY.,Ordering
I ORDERED COFFEE BUT YOU SENT EGGS INSTEAD. PLEASE CHECK.,Complaint
do 1kg Bread and 500g Milk urgently.,Ordering
do 1kg Paneer and 500g Coffee urgently.,Ordering
I ordered Biscuits but you sent Salt instead. Please check.,Complaint
need sugar and maggi at near sbi bank fast.,Ordering
Need Milk and Eggs at Tower A fast.,Complaint
SEND TEA AND PANEER TO PARK VIEW BY EVENING.,Ordering
send bread and maggi to main road shop by evening.,Ordering
do 1kg Coke 2L and 500g Tea urgently.,Ordering
I ordered Coffee but you sent Coke 2L instead. Please check.,Complaint
do 1kg curd and 500g paneer urgently.,Ordering
Need Tea and Rice at Park View fast.,Complaint
do 1kg coke 2l and 500g eggs urgently.,Ordering
"Order for Cross Road: Sugar, Butter, and sugar.",Ordering
Send Butter and Milk to Huda Colony by evening.,Ordering
Need Aata and Pulses at Civil Lines fast.,Inquiry
send detergent and aata to market area by evening.,Ordering
Need Curd and Eggs at Tower A fast.,Inquiry
Please send 2 Salt to Metro Station.,Complaint
"Order for Lane 4: Maggi, Eggs, and sugar.",Ordering
"Order for Sector 15: Tea, Coke 2L, and sugar.",Complaint
i ordered sugar but you sent milk instead. please check.,Inquiry
"order for green apartments: oil, bread, and sugar.",Inquiry
"Order for Green Apartments: Eggs, Biscuits, and sugar.",Ordering
need detergent and milk at civil lines fast.,Ordering
"ORDER FOR LANE 4: MILK, SOAP, AND SUGAR.",Logistics
please send 2 salt to flat 102.,Complaint
Need Milk and Eggs at Flat 102 fast.,Ordering
need aata and eggs at pocket b fast.,Ordering
send rice and bread to near sbi bank by evening.,Ordering
Need Oil and Eggs at Main Road Shop fast.,Ordering
need detergent and eggs at main road shop fast.,Complaint
do 1kg paneer and 500g soap urgently.,Ordering
"Order for Building 7: Soap, Oil, and sugar.",Complaint
Send Sugar and Milk to Market Area by evening.,Ordering
do 1kg curd and 500g coke 2l urgently.,Ordering
please send 2 curd to tower a.,Complaint
Please send 2 Oil to Lane 4.,Ordering
I ordered Potatoes but you sent Honey instead. Please check.,Logistics
do 1kg Milk and 500g Sugar urgently.,Ordering
Send Tea and Bread to Huda Colony by evening.,Complaint
i ordered butter but you sent coke 2l instead. please check.,Ordering
"ORDER FOR MAIN ROAD SHOP: OIL, SHAMPOO, AND SUGAR.",Ordering
"Order for Building 7: Rice, Bread, and sugar.",Ordering
send oil and curd to metro station by evening.,Ordering
send milk and bread to building 7 by evening.,Complaint
need maggi and tea at metro station fast.,Ordering
need eggs and detergent at civil lines fast.,Ordering
do 1kg Coke 2L and 500g Curd urgently.,Inquiry
I ordered Eggs but you sent Coke 2L instead. Please check.,Ordering
Please send 2 Detergent to Tower A.,Complaint
Need Oil and Potatoes at Building 7 fast.,Complaint
do 1kg pulses and 500g soap urgently.,Inquiry
please send 2 bread to cross road.,Complaint
please send 2 maggi to park view.,Ordering
Please send 2 Rice to Metro Station.,Ordering
"Order for Civil Lines: Oil, Coffee, and sugar.",Complaint
"Order for Lane 4: Maggi, Maggi, and sugar.",Ordering
do 1kg Pulses and 500g Paneer urgently.,Ordering
"Order for Near SBI Bank: Coke 2L, Maggi, and sugar.",Ordering
DO 1KG BREAD AND 500G COKE 2L URGENTLY.,Complaint
i ordered rice but you sent coke 2l instead. please check.,Complaint
Need Bread and Aata at Cross Road fast.,Ordering
send rice and salt to main road shop by evening.,Ordering
need sugar and detergent at lane 4 fast.,Ordering
do 1kg paneer and 500g oil urgently.,Ordering
need biscuits and coke 2l at tower a fast.,Ordering
send tea and soap to huda colony by evening.,Ordering
"order for park view: coke 2l, tea, and sugar.",Ordering
Please send 2 Shampoo to Near SBI Bank.,Inquiry
Need Honey and Eggs at Lane 4 fast.,Inquiry
"Order for Civil Lines: Coffee, Bread, and sugar.",Complaint
"order for lane 4: coffee, butter, and sugar.",Ordering
Send Sugar and Coffee to Metro Station by evening.,Ordering
Need Rice and Oil at Building 7 fast.,Inquiry
Send Coffee and Soap to Park View by evening.,Ordering
do 1kg Soap and 500g Milk urgently.,Inquiry
please send 2 detergent to park view.,Ordering
"Order for Near SBI Bank: Paneer, Milk, and sugar.",Ordering
Send Butter and Potatoes to Main Road Shop by evening.,Complaint
"Order for Main Road Shop: Aata, Oil, and sugar.",Ordering
"Order for Green Apartments: Detergent, Coffee, and sugar.",Complaint
please send 2 shampoo to civil lines.,Inquiry
"ORDER FOR NEAR SBI BANK: BREAD, CURD, AND SUGAR.",Ordering
"order for green apartments: bread, curd, and sugar.",Complaint
I ORDERED MILK BUT YOU SENT BISCUITS INSTEAD. PLEASE CHECK.,Ordering
i ordered soap but you sent soap instead. please check.,Ordering
Please send 2 Coffee to Tower A.,Ordering
"order for lane 4: maggi, honey, and sugar.",Ordering
"Order for Metro Station: Sugar, Shampoo, and sugar.",Ordering
Send Eggs and Curd to Cross Road by evening.,Logistics
need curd and honey at flat 102 fast.,Ordering
I ordered Tea but you sent Pulses instead. Please check.,Ordering
need curd and coffee at flat 102 fast.,Complaint
Please send 2 Milk to Flat 102.,Logistics
"Order for Metro Station: Rice, Sugar, and sugar.",Ordering
"Order for Tower A: Rice, Honey, and sugar.",Complaint
Need Coffee and Oil at Green Apartments fast.,Complaint
"Order for Park View: Salt, Detergent, and sugar.",Ordering
Send Detergent and Honey to Green Apartments by evening.,Logistics
"ORDER FOR MARKET AREA: POTATOES, CURD, AND SUGAR.",Ordering
do 1kg Tea and 500g Rice urgently.,Ordering
Need Shampoo and Rice at Pocket B fast.,Ordering
"Order for Flat 102: Sugar, Maggi, and sugar.",Ordering
please send 2 shampoo to pocket b.,Ordering
Need Paneer and Coffee at Building 7 fast.,Ordering
do 1kg curd and 500g butter urgently.,Ordering
do 1kg Salt and 500g Detergent urgently.,Complaint
SEND PULSES AND COKE 2L TO LANE 4 BY EVENING.,Ordering
need potatoes and eggs at lane 4 fast.,Ordering
"order for flat 102: shampoo, milk, and sugar.",Complaint
need biscuits and coke 2l at main road shop fast.,Complaint
NEED OIL AND TEA AT METRO STATION FAST.,Ordering
do 1kg Salt and 500g Rice urgently.,Ordering
Send Tea and Eggs to Near SBI Bank by evening.,Ordering
I ordered Rice but you sent Oil instead. Please check.,Ordering
Please send 2 Sugar to Flat 102.,Ordering
do 1kg Aata and 500g Honey urgently.,Ordering
I ordered Salt but you sent Coffee instead. Please check.,Ordering
NEED MILK AND MILK AT HUDA COLONY FAST.,Ordering
Please send 2 Tea to Market Area.,Ordering
Please send 2 Sugar to Green Apartments.,Inquiry
Need Shampoo and Salt at Flat 102 fast.,Ordering
"ORDER FOR FLAT 102: OIL, SUGAR, AND SUGAR.",Ordering
do 1kg detergent and 500g curd urgently.,Ordering
Send Curd and Aata to Park View by evening.,Ordering
I ORDERED PANEER BUT YOU SENT BUTTER INSTEAD. PLEASE CHECK.,Ordering
I ordered Tea but you sent Coke 2L instead. Please check.,Ordering
do 1kg Eggs and 500g Pulses urgently.,Logistics
Send Sugar and Milk to Civil Lines by evening.,Ordering
Need Salt and Biscuits at Pocket B fast.,Inquiry
i ordered shampoo but you sent potatoes instead. please check.,Ordering
do 1kg butter and 500g potatoes urgently.,Complaint
do 1kg detergent and 500g oil urgently.,Ordering
"Order for Sector 15: Aata, Paneer, and sugar.",Ordering
PLEASE SEND 2 DETERGENT TO GREEN APARTMENTS.,Ordering
"Order for Tower A: Maggi, Curd, and sugar.",Ordering
send coke 2l and paneer to metro station by evening.,Inquiry
"Order for Metro Station: Curd, Detergent, and sugar.",Ordering
NEED CURD AND TEA AT NEAR SBI BANK FAST.,Ordering
i ordered sugar but you sent honey instead. please check.,Ordering
Send Honey and Biscuits to Metro Station by evening.,Complaint
Send Shampoo and Pulses to Metro Station by evening.,Ordering
need aata and biscuits at park view fast.,Ordering
"order for market area: rice, potatoes, and sugar.",Inquiry
do 1kg butter and 500g detergent urgently.,Inquiry
I ordered Honey but you sent Rice instead. Please check.,Complaint
do 1kg Bread and 500g Paneer urgently.,Ordering
"Order for Near SBI Bank: Tea, Curd, and sugar.",Ordering
Need Rice and Curd at Park View fast.,Inquiry
"order for flat 102: pulses, oil, and sugar.",Ordering
I ordered Aata but you sent Honey instead. Please check.,Ordering
Please send 2 Detergent to Main Road Shop.,Complaint
Need Paneer and Rice at Huda Colony fast.,Complaint
"order for metro station: rice, milk, and sugar.",Complaint
please send 2 milk to tower a.,Ordering
SEND BISCUITS AND POTATOES TO TOWER A BY EVENING.,Complaint
Please send 2 Maggi to Cross Road.,Ordering
Need Coke 2L and Detergent at Metro Station fast.,Inquiry
NEED TEA AND PULSES AT TOWER A FAST.,Ordering
"Order for Pocket B: Detergent, Salt, and sugar.",Ordering
"ORDER FOR CROSS ROAD: POTATOES, PANEER, AND SUGAR.",Inquiry
I ordered Honey but you sent Pulses instead. Please check.,Ordering
Please send 2 Sugar to Sector 15.,Ordering
"ORDER FOR NEAR SBI BANK: BREAD, DETERGENT, AND SUGAR.",Complaint
do 1kg Honey and 500g Shampoo urgently.,Logistics
need honey and biscuits at market area fast.,Logistics
"Order for Metro Station: Curd, Shampoo, and sugar.",Ordering
i ordered tea but you sent curd instead. please check.,Ordering
send biscuits and oil to cross road by evening.,Ordering
do 1kg Aata and 500g Paneer urgently.,Ordering
Send Biscuits and Maggi to Cross Road by evening.,Ordering
"order for near sbi bank: detergent, curd, and sugar.",Ordering
Need Coke 2L and Pulses at Lane 4 fast.,Ordering
Need Eggs and Milk at Park View fast.,Ordering
"order for park view: bread, coke 2l, and sugar.",Ordering
